Site Address,Subsite Count
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/SSP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/TVP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMMP/WSP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP,5
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP/MAP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP/MBLZP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP/MDP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP/MIC,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSDMP/MTP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSMAMP,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSS,4
https://piritahi.cohesion.net.nz/Sites/PRO/BSS/Engagement,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSS/Implementation,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSS/PM,0
https://piritahi.cohesion.net.nz/Sites/PRO/BSS/TS,0
